0##解锁页面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '解锁页面', 'queryRewrite': '解锁页面', 'queryCorrection': '解锁页面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '解锁页面', 'queryCorrectionScene': '解锁页面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
43##帮忙调出调充电桩解地锁所在界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩解地锁所在界面', 'queryRewrite': '帮忙调出调充电桩解地锁所在界面', 'queryCorrection': '帮忙调出调充电桩解地锁所在界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩解地锁所在界面', 'queryCorrectionScene': '帮忙调出调充电桩解地锁所在界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
44##帮忙调出调充电桩解地锁设置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩解地锁设置', 'queryRewrite': '帮忙调出调充电桩解地锁设置', 'queryCorrection': '帮忙调出调充电桩解地锁设置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩解地锁设置', 'queryCorrectionScene': '帮忙调出调充电桩解地锁设置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
45##帮忙调出调充电桩解锁位置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩解锁位置', 'queryRewrite': '帮忙调出调充电桩解锁位置', 'queryCorrection': '帮忙调出调充电桩解锁位置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩解锁位置', 'queryCorrectionScene': '帮忙调出调充电桩解锁位置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
46##帮忙调出调充电桩解锁所在界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩解锁所在界面', 'queryRewrite': '帮忙调出调充电桩解锁所在界面', 'queryCorrection': '帮忙调出调充电桩解锁所在界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩解锁所在界面', 'queryCorrectionScene': '帮忙调出调充电桩解锁所在界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
47##帮忙调出调充电桩解锁界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩解锁界面', 'queryRewrite': '帮忙调出调充电桩解锁界面', 'queryCorrection': '帮忙调出调充电桩解锁界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩解锁界面', 'queryCorrectionScene': '帮忙调出调充电桩解锁界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
48##帮忙调出调充电桩解锁页面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩解锁页面', 'queryRewrite': '帮忙调出调充电桩解锁页面', 'queryCorrection': '帮忙调出调充电桩解锁页面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩解锁页面', 'queryCorrectionScene': '帮忙调出调充电桩解锁页面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
49##帮忙调出调充电桩详情页位置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩详情页位置', 'queryRewrite': '帮忙调出调充电桩详情页位置', 'queryCorrection': '帮忙调出调充电桩详情页位置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩详情页位置', 'queryCorrectionScene': '帮忙调出调充电桩详情页位置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
50##帮忙调出调充电桩详情页界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩详情页界面', 'queryRewrite': '帮忙调出调充电桩详情页界面', 'queryCorrection': '帮忙调出调充电桩详情页界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩详情页界面', 'queryCorrectionScene': '帮忙调出调充电桩详情页界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
51##帮忙调出调充电桩详情页页面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩详情页页面', 'queryRewrite': '帮忙调出调充电桩详情页页面', 'queryCorrection': '帮忙调出调充电桩详情页页面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩详情页页面', 'queryCorrectionScene': '帮忙调出调充电桩详情页页面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
52##帮忙调出调充电桩降地锁地方##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩降地锁地方', 'queryRewrite': '帮忙调出调充电桩降地锁地方', 'queryCorrection': '帮忙调出调充电桩降地锁地方', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩降地锁地方', 'queryCorrectionScene': '帮忙调出调充电桩降地锁地方', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
53##帮忙调出调充电桩降地锁界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩降地锁界面', 'queryRewrite': '帮忙调出调充电桩降地锁界面', 'queryCorrection': '帮忙调出调充电桩降地锁界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩降地锁界面', 'queryCorrectionScene': '帮忙调出调充电桩降地锁界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
54##帮忙调出调充电桩降地锁页面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩降地锁页面', 'queryRewrite': '帮忙调出调充电桩降地锁页面', 'queryCorrection': '帮忙调出调充电桩降地锁页面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩降地锁页面', 'queryCorrectionScene': '帮忙调出调充电桩降地锁页面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
55##帮忙调出调充电桩降锁地方##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩降锁地方', 'queryRewrite': '帮忙调出调充电桩降锁地方', 'queryCorrection': '帮忙调出调充电桩降锁地方', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩降锁地方', 'queryCorrectionScene': '帮忙调出调充电桩降锁地方', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
56##帮忙调出调充电桩降锁界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电桩降锁界面', 'queryRewrite': '帮忙调出调充电桩降锁界面', 'queryCorrection': '帮忙调出调充电桩降锁界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电桩降锁界面', 'queryCorrectionScene': '帮忙调出调充电桩降锁界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
57##帮忙调出调充电站详情页位置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电站详情页位置', 'queryRewrite': '帮忙调出调充电站详情页位置', 'queryCorrection': '帮忙调出调充电站详情页位置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电站详情页位置', 'queryCorrectionScene': '帮忙调出调充电站详情页位置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
58##帮忙调出调充电站详情页地方##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电站详情页地方', 'queryRewrite': '帮忙调出调充电站详情页地方', 'queryCorrection': '帮忙调出调充电站详情页地方', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电站详情页地方', 'queryCorrectionScene': '帮忙调出调充电站详情页地方', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
59##帮忙调出调充电站详情页设置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调充电站详情页设置', 'queryRewrite': '帮忙调出调充电站详情页设置', 'queryCorrection': '帮忙调出调充电站详情页设置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调充电站详情页设置', 'queryCorrectionScene': '帮忙调出调充电站详情页设置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
60##帮忙调出调地锁位置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调地锁位置', 'queryRewrite': '帮忙调出调地锁位置', 'queryCorrection': '帮忙调出调地锁位置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调地锁位置', 'queryCorrectionScene': '帮忙调出调地锁位置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
61##帮忙调出调地锁所在界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调地锁所在界面', 'queryRewrite': '帮忙调出调地锁所在界面', 'queryCorrection': '帮忙调出调地锁所在界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调地锁所在界面', 'queryCorrectionScene': '帮忙调出调地锁所在界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
62##帮忙调出调地锁界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调地锁界面', 'queryRewrite': '帮忙调出调地锁界面', 'queryCorrection': '帮忙调出调地锁界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调地锁界面', 'queryCorrectionScene': '帮忙调出调地锁界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
63##帮忙调出调整充电桩解地锁位置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩解地锁位置', 'queryRewrite': '帮忙调出调整充电桩解地锁位置', 'queryCorrection': '帮忙调出调整充电桩解地锁位置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩解地锁位置', 'queryCorrectionScene': '帮忙调出调整充电桩解地锁位置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
64##帮忙调出调整充电桩解地锁所在界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩解地锁所在界面', 'queryRewrite': '帮忙调出调整充电桩解地锁所在界面', 'queryCorrection': '帮忙调出调整充电桩解地锁所在界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩解地锁所在界面', 'queryCorrectionScene': '帮忙调出调整充电桩解地锁所在界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
65##帮忙调出调整充电桩解地锁页面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩解地锁页面', 'queryRewrite': '帮忙调出调整充电桩解地锁页面', 'queryCorrection': '帮忙调出调整充电桩解地锁页面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩解地锁页面', 'queryCorrectionScene': '帮忙调出调整充电桩解地锁页面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
66##帮忙调出调整充电桩解锁地方##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩解锁地方', 'queryRewrite': '帮忙调出调整充电桩解锁地方', 'queryCorrection': '帮忙调出调整充电桩解锁地方', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩解锁地方', 'queryCorrectionScene': '帮忙调出调整充电桩解锁地方', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
67##帮忙调出调整充电桩解锁所在界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩解锁所在界面', 'queryRewrite': '帮忙调出调整充电桩解锁所在界面', 'queryCorrection': '帮忙调出调整充电桩解锁所在界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩解锁所在界面', 'queryCorrectionScene': '帮忙调出调整充电桩解锁所在界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
68##帮忙调出调整充电桩解锁界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩解锁界面', 'queryRewrite': '帮忙调出调整充电桩解锁界面', 'queryCorrection': '帮忙调出调整充电桩解锁界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩解锁界面', 'queryCorrectionScene': '帮忙调出调整充电桩解锁界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
69##帮忙调出调整充电桩解锁页面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩解锁页面', 'queryRewrite': '帮忙调出调整充电桩解锁页面', 'queryCorrection': '帮忙调出调整充电桩解锁页面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩解锁页面', 'queryCorrectionScene': '帮忙调出调整充电桩解锁页面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
70##帮忙调出调整充电桩详情页地方##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩详情页地方', 'queryRewrite': '帮忙调出调整充电桩详情页地方', 'queryCorrection': '帮忙调出调整充电桩详情页地方', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩详情页地方', 'queryCorrectionScene': '帮忙调出调整充电桩详情页地方', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
71##帮忙调出调整充电桩详情页所在界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩详情页所在界面', 'queryRewrite': '帮忙调出调整充电桩详情页所在界面', 'queryCorrection': '帮忙调出调整充电桩详情页所在界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩详情页所在界面', 'queryCorrectionScene': '帮忙调出调整充电桩详情页所在界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
72##帮忙调出调整充电桩详情页设置##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩详情页设置', 'queryRewrite': '帮忙调出调整充电桩详情页设置', 'queryCorrection': '帮忙调出调整充电桩详情页设置', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩详情页设置', 'queryCorrectionScene': '帮忙调出调整充电桩详情页设置', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
73##帮忙调出调整充电桩降地锁地方##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩降地锁地方', 'queryRewrite': '帮忙调出调整充电桩降地锁地方', 'queryCorrection': '帮忙调出调整充电桩降地锁地方', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩降地锁地方', 'queryCorrectionScene': '帮忙调出调整充电桩降地锁地方', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
74##帮忙调出调整充电桩降地锁界面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩降地锁界面', 'queryRewrite': '帮忙调出调整充电桩降地锁界面', 'queryCorrection': '帮忙调出调整充电桩降地锁界面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩降地锁界面', 'queryCorrectionScene': '帮忙调出调整充电桩降地锁界面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
75##帮忙调出调整充电桩降地锁页面##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩降地锁页面', 'queryRewrite': '帮忙调出调整充电桩降地锁页面', 'queryCorrection': '帮忙调出调整充电桩降地锁页面', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩降地锁页面', 'queryCorrectionScene': '帮忙调出调整充电桩降地锁页面', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
76##帮忙调出调整充电桩降锁地方##navigation##navigation_charging_unlock##{}##{'code': 10000, 'msg': 'ok', 'data': {'query': '帮忙调出调整充电桩降锁地方', 'queryRewrite': '帮忙调出调整充电桩降锁地方', 'queryCorrection': '帮忙调出调整充电桩降锁地方', 'domains': [{'domainName': 'navigation', 'domainConfidence': 1.0, 'intents': [{'intentName': 'navigation_charging_unlock', 'intentConfidence': 1.0, 'slots': []}]}], 'sceneIntents': [], 'queryRewriteScene': '帮忙调出调整充电桩降锁地方', 'queryCorrectionScene': '帮忙调出调整充电桩降锁地方', 'dynamicSceneIntents': [], 'source': 'template, 场景NLU、场景KG均无结果'}}
